defect_id	test_id	reason
no-runtime-or-test-execution/runtime-call-in-pilot	tests/benchmark/test_fixtures.py::test_head_content_wins_when_the_replacement_has_matching_metadata	The pilot script is not involved in this fixture test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/benchmark/test_scoring.py::test_empty_review_yields_an_all_miss_score	It does not run the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/benchmark/test_scoring.py::test_metrics_are_none_when_their_ground_truth_is_empty	The pilot script is unrelated to this scoring test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_enumeration.py::test_the_enumerated_sets_survive_a_round_trip_through_persisted_state	The pilot script is unrelated to this persistence round-trip.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_enumeration.py::test_the_report_says_when_a_set_was_reused_rather_than_produced_again	The pilot script is not involved in this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_enumeration.py::test_the_review_reports_the_recorded_ways_of_failing	The pilot script is unrelated to this report assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_enumeration.py::test_two_runs_over_the_same_input_agree_byte_for_byte	The pilot script is unrelated to this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_a_continued_run_carries_verdicts_through_the_ledger	The pilot script is unrelated to this test's assertions.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_a_pair_the_judge_never_answers_is_recorded_not_read_as_surviving	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_a_prefiltered_pair_is_named_in_the_report	It does not involve the pilot script or runtime model calls.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_a_reasoned_empty_enumeration_is_not_strongly_supported	It does not use the pilot script or any live model call.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_a_verdict_is_produced_again_when_its_defect_changed	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_a_verdict_is_produced_again_when_the_tests_source_changed	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_a_verdict_is_reused_when_its_defect_and_its_test_are_both_unchanged	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_adding_one_test_judges_only_that_tests_pairs	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_defect_text_ignores_the_defect_id	The test does not run the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_every_offered_pair_comes_back_with_a_verdict	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_judging_pairs_changes_no_verdict_rating_or_recommendation	It does not involve the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_no_request_carries_more_judgements_than_the_limit	It does not exercise the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_support_is_derived_with_its_denominator	The test does not run the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_the_digest_is_per_test_not_per_file	The pilot script is unrelated to this digest assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_the_pipeline_really_judges_pairs	The test does not invoke the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_the_report_shows_implied_support_beside_the_current_rating	The pilot script is unrelated to this report-rendering test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_the_verdicts_survive_a_round_trip_through_persisted_state	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_two_runs_over_the_same_input_agree_byte_for_byte	The pilot script is unrelated to this test's assertions.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_pair_mapping.py::test_which_pairs_share_a_request_does_not_change_what_carries	It does not use the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_reachability.py::test_excludes_and_records_the_one_provable_shape	The pilot script is unrelated to this prefilter test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_reachability.py::test_judges_a_test_that_names_something_the_defects_file_defines	The pilot script is unrelated to this prefilter assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_reachability.py::test_judges_a_test_that_reaches_the_defect_through_a_helper_module	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_reachability.py::test_judges_a_test_that_takes_a_fixture	The pilot script is unrelated to this prefilter assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_reachability.py::test_judges_when_the_defect_implicates_no_file	It does not invoke the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_reachability.py::test_judges_when_the_module_imports_dynamically	The pilot script is not exercised here.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_reachability.py::test_judges_when_the_module_imports_relatively	It does not run the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/defects/test_reachability.py::test_pairs_are_formed_in_a_fixed_order	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/evidence/test_mapping.py::test_archetype_1_mapping_accuracy_reports_a_real_number	The pilot script is unrelated to this test's assertions.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/evidence/test_mapping.py::test_changing_the_batch_size_changes_every_request_key	The pilot script is unrelated to this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/evidence/test_rejudge.py::test_the_pipeline_carries_the_rating_and_leaves_the_criterion_out_of_the_request	The pilot script is unrelated to this test's assertions.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/evidence/test_rejudge.py::test_the_stored_key_is_computed_from_the_stored_digests	The pilot script is not exercised here.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/evidence/test_rejudge.py::test_two_runs_over_the_same_inputs_compute_the_same_key	The pilot script is unrelated to this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/fixtures/archetypes/08-unrequested-change-separable/head/test_report.py::test_low_stock_report_filters_by_threshold	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/prompts/test_corpus_mechanism.py::test_replay_needs_no_api_key	The test does not invoke the pilot script or any live model call.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_carried_disposition_records_the_digest_it_came_from_not_a_run_id	The pilot script is outside this test's assertions.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_carried_entry_quoting_text_the_requirement_lost_is_rederived	The pilot script is not exercised here.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_carried_merge_decision_still_merges	The pilot script is not involved.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_changed_model_invalidates_every_carried_entry	The pilot script is unrelated to this test's assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_changed_prompt_invalidates_the_entries_derived_under_it	The pilot script is unrelated to this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_changed_response_schema_invalidates_the_entries_derived_under_it	The pilot script is unrelated to this assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_changed_seed_invalidates_every_carried_entry	The pilot script is unrelated to this carry-forward assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_changed_stage_logic_version_invalidates_every_carried_entry	The test does not involve the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_fresh_run_prompt_is_unchanged_by_the_revision_block	The pilot script is unrelated to the prompt assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_ledger_file_is_never_rewritten	The pilot script is unrelated to this ledger-store test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_ledger_recording_a_different_task_produces_what_an_empty_ledger_does	The pilot script is unrelated to this test's assertions.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_merge_decision_is_asked_again_when_either_obligation_changed	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_merge_decision_is_keyed_by_content_not_by_pair_position	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_merge_decision_over_two_unchanged_obligations_is_not_asked_again	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_new_requirement_is_derived_without_consulting_any_prior_obligation	The pilot script is unrelated to this prompt assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_plan_with_no_prior_is_fresh	The pilot script is unrelated to this carry-forward test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_removed_requirement_is_reported_and_its_obligations_dropped	The pilot script is unrelated to this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_rerun_over_an_unchanged_task_file_issues_no_decompose_call	Pilot runtime calls are unrelated to this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_rerun_over_an_unchanged_task_file_returns_byte_identical_obligations	The pilot script is unrelated to this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_revised_requirement_records_that_it_was_revised_and_why	The pilot script is unrelated to this requirement-carry-forward assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_run_identifier_appears_in_no_rendered_report	This test never touches the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_run_identifier_appears_in_no_review_state	The pilot script is unrelated to this test's checks.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_run_records_the_run_it_continues_as_its_parent	The pilot script is unrelated to this ledger-entry assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_a_tool_change_that_leaves_the_request_unaltered_carries_everything	The test does not involve the pilot script or live model calls.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_an_edited_requirements_persisting_obligations_keep_their_identifiers	The pilot script is unrelated to this prompt assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_an_unknown_continued_run_is_not_an_error	The pilot script is unrelated to this ledger read test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_carry_forward_re_asks_every_requirement_the_corpus_actually_changed	The pilot script is unrelated to this carry-forward assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_carry_forward_reads_only_the_run_it_was_told_to_continue	The pilot script is unrelated to this ledger assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_carrying_forward_does_not_freeze_a_superseded_obligation_in_place	The pilot script is unrelated to this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_editing_one_requirement_leaves_every_other_requirement_carried	The pilot script is unrelated to this requirement-carry-forward test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_every_requirement_is_recorded_as_carried	The pilot script is unrelated to this carry-forward assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_every_run_reports_an_identifier_for_itself	The pilot script is not involved in this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_no_continued_run_carries_nothing	The pilot script is unrelated to this test's assertions.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_the_alignment_helper_is_not_called_when_nothing_is_left_over	The pilot script is unrelated to this test's assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_the_carry_key_reads_the_live_response_schema	The test does not run the pilot script or make live model calls.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_the_corpus_pairs_are_actually_loaded	It does not invoke the pilot script or any runtime model call.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_the_decisions_a_run_stands_on_are_recorded_carried_and_fresh_alike	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_the_decompose_command_writes_a_ledger_entry_and_a_second_run_carries	The pilot script is unrelated to this CLI test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_the_ledger_is_not_written_under_the_cache	The pilot script is unrelated to this path assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_the_ledger_records_how_many_model_calls_the_run_issued	The pilot script is not involved in this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_the_ledger_records_the_request_key_of_each_derivation	The pilot script is unrelated to this ledger-carry-key assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_the_ledger_records_what_was_carried_derived_and_revised	The pilot script is unrelated to this ledger persistence test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_the_plan_issues_calls_only_for_what_changed	It does not run the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_the_residue_is_matched_through_the_alignment_helper	The pilot script is unrelated to this test's assertions.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_the_review_pipeline_carries_forward_and_hands_back_what_it_derived	The pilot script is unrelated to this test's assertions.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_the_review_pipeline_leaves_no_ledger_behind_when_given_no_sink	The pilot script is unrelated to this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_two_requirements_are_the_same_requirement_when_their_text_matches_exactly	The test does not involve the pilot script or live model calls.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_two_runs_over_the_same_task_and_ledger_state_are_byte_identical	The pilot script is not exercised by this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_carry_forward.py::test_whitespace_only_reflow_does_not_strand_a_carried_span	It does not run the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_decompose_partitioning.py::test_changing_the_partition_size_changes_the_request_key	It does not invoke the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/requirement/test_link_prefilter.py::test_both_records_survive_a_round_trip_through_the_persisted_review	The pilot script is unrelated to this persistence assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_carry.py::test_a_missing_prior_is_reported_as_missing_rather_than_as_a_key_mismatch	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_carry.py::test_a_requirement_whose_key_moved_is_derived_rather_than_carried	The pilot script is unrelated to this carry-planning assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_carry.py::test_a_stage_can_refuse_a_carry_whose_key_still_matches	It does not touch the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_carry.py::test_decomposition_reaches_its_carry_verdict_through_the_shared_rule	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_carry.py::test_moving_the_rule_left_the_decompose_carry_key_byte_identical	It does not invoke the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_carry.py::test_the_key_moves_when_any_determinism_control_moves	It does not run the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_carry.py::test_the_key_moves_when_the_unit_s_own_input_moves	The test does not run the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_carry.py::test_the_shared_key_spreads_a_stage_s_inputs_rather_than_nesting_them	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_cli.py::test_run_check_accepts_an_explicit_repo_independent_of_cwd	The pilot script is unrelated to this CLI assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_cli.py::test_run_check_rejects_a_revision_missing_from_the_given_repo	The pilot script is unrelated to this CLI error assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_determinism.py::test_canonical_json_is_sorted_and_stable	The pilot script is not involved.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_llm.py::test_a_provider_reporting_no_stop_reason_records_none	The pilot script is unrelated to this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_llm.py::test_a_response_that_fails_validation_is_not_left_in_the_store	It does not use the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_llm.py::test_a_transcript_records_which_determinism_controls_actually_applied	The pilot script is unrelated to this transcript-recording assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_llm.py::test_a_transcript_records_why_the_model_stopped_generating	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_llm.py::test_record_mode_validates_and_persists_a_transcript	It does not run the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_llm.py::test_recorded_transcripts_are_byte_identical_for_the_same_call	The pilot script is not used here.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_llm.py::test_request_key_distinguishes_call_parameters	It does not run the pilot script or make live model calls.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_llm.py::test_request_key_distinguishes_prompt_and_schema	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_llm.py::test_request_key_is_stable_across_clients	The test does not invoke the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_llm.py::test_transcripts_record_no_wall_clock_state	The pilot script is unrelated to this transcript guard.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_mandate_coverage.py::test_the_report_states_the_same_coverage_the_result_carries	The pilot script is unrelated to this report-rendering test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_mandate_coverage_wiring.py::test_two_runs_over_identical_task_text_produce_byte_identical_review_state	The pilot script is unrelated to this review-state comparison.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_recommendation_omission.py::test_retrieval_returns_the_not_obtained_record_rather_than_nothing	The pilot script is unrelated to this lookup assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_recommendation_omission.py::test_the_not_obtained_record_survives_persistence	The pilot script is unrelated to this persistence assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_recommendation_omission.py::test_the_report_renders_that_differently_from_a_criterion_owed_no_test	It does not involve the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_recommendation_omission.py::test_the_report_says_the_prescription_was_not_obtained	This test does not run the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_recommendation_omission.py::test_two_runs_over_the_same_inputs_render_the_same_report	The pilot script is unrelated to this report comparison.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_a_boundary_obligation_renders_as_not_applicable_not_as_a_missing_test	The pilot script is unrelated to this report-rendering test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_a_boundary_with_nothing_examined_does_not_claim_non_violation	The pilot script is unrelated to this unit test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_a_carried_forward_obligation_says_so_and_names_the_revision	The pilot script is not involved in this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_a_first_review_renders_no_changes_section	The pilot script is not exercised by this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_a_fresh_obligation_carries_no_such_label	The pilot script is unrelated to this report assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_a_recommendation_sits_under_its_own_obligation_and_no_other	It does not run the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_a_respected_boundary_is_one_claim_over_the_examined_set_not_a_listing	The pilot script is unrelated to this report-rendering test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_a_review_with_gaps_closes_by_pointing_at_the_retrieval_command	The pilot script is unrelated to this report-rendering test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_a_review_with_no_obligations_does_not_advertise_retrieval	It does not invoke the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_empty_review_renders_the_full_shell	The test does not invoke the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_every_test_evidence_line_shows_a_tier	The pilot script is unrelated to this report-rendering assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_multi_word_verdict_renders_as_the_16_headline	The pilot script is unrelated to this report-rendering test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_open_questions_and_recommendations_are_numbered	The pilot script is not used by this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_report_renders_each_obligation_with_both_axes_numbered	The pilot script is unrelated to this report-rendering test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_status_is_stated_in_words_not_symbols	It does not touch the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_test_citations_name_the_test_not_just_the_file	The pilot script is unrelated to this report assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_the_report_states_what_closed_since_the_prior_review	The pilot script is not involved in this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_the_two_axes_render_independently_for_the_same_obligation	The pilot script is unrelated to this report-rendering test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_tier_label_comes_from_the_recorded_tier_not_a_hardcoded_string	The pilot script is unrelated to this report-rendering assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_report.py::test_unclassified_obligation_renders_as_unclassified	The pilot script is unrelated to this report-rendering test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_rerun.py::test_a_prior_review_of_a_different_task_is_not_used	It does not invoke the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_rerun.py::test_a_rerun_still_reports_a_gap_in_code_the_new_work_never_touched	The pilot script is unrelated to this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_rerun.py::test_a_review_predating_task_recording_is_not_used	The test does not invoke the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_rerun.py::test_a_stale_prior_verdict_is_replaced_rather_than_surviving	The pilot script is unrelated to this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_rerun.py::test_archetype_9_rerun_flips_the_weak_obligation_and_updates_the_verdict	The pilot script is not involved in this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_rerun.py::test_nothing_from_a_non_selected_ancestor_review_reaches_the_rerun	The pilot script is not involved in this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_review_state.py::test_review_evidence_tier_summary_is_derived_not_stored	It does not invoke the pilot script or any live model call.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_review_state.py::test_review_round_trips_empty	The test does not run the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_review_state.py::test_review_round_trips_populated	The pilot script is unrelated to this round-trip test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_review_store.py::test_rerun_over_the_same_head_overwrites_in_place	It does not invoke the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_review_store.py::test_review_round_trips_through_the_store	The pilot script is unrelated to this store round-trip test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_review_store.py::test_stored_form_is_canonical	The pilot script is unrelated to this storage test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_stage_attribution.py::test_a_real_review_run_attributes_every_call_it_made	The pilot script is unrelated to this test's assertions.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_stage_attribution.py::test_the_breakdown_never_reaches_review_state	The pilot runtime call is unrelated to this test's assertions.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_stage_attribution.py::test_the_breakdown_never_reaches_the_rendered_report	The pilot script is unrelated to this test's assertions.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_stage_attribution.py::test_two_runs_whose_calls_cost_different_amounts_still_agree_byte_for_byte	The pilot script is not involved in this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_supplied_ids.py::test_the_schema_name_is_preserved_so_the_request_key_stays_meaningful	The pilot script is unrelated to this assertion.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_unevidenceable_obligations.py::test_a_config_only_change_produces_a_report	The pilot script is unrelated to this test's assertions.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_unevidenceable_obligations.py::test_it_survives_persistence	The pilot script is not exercised by this test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_unevidenceable_obligations.py::test_the_report_renders_that_differently_from_a_missing_test	Pilot runtime calls do not affect the report text checked here.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_unevidenceable_obligations.py::test_the_report_says_test_evidence_is_not_required_and_why	It does not run the pilot script.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_usage.py::test_naming_the_stage_does_not_change_the_request_key	The pilot script is unrelated to this usage test.
no-runtime-or-test-execution/runtime-call-in-pilot	tests/test_usage.py::test_recording_usage_fields_does_not_change_the_request_key	The pilot script is not involved in this test.
no-way-of-failing-production/pair-judgement-logic-only-appears-in-experiment-not-production	tests/benchmark/test_case.py::test_benchmark_case_round_trips_with_reviewer_output_and_score	The test does not distinguish experiment from production paths.
no-way-of-failing-production/pair-judgement-logic-only-appears-in-experiment-not-production	tests/benchmark/test_coverage.py::test_cli_and_benchmark_share_one_pipeline	The test does not distinguish experiment code from production code.
no-way-of-failing-production/pair-judgement-logic-only-appears-in-experiment-not-production	tests/benchmark/test_coverage.py::test_neither_the_pipeline_nor_the_cli_writes_into_the_reviewed_repo	The test does not compare experiment versus production paths.
no-way-of-failing-production/pair-judgement-logic-only-appears-in-experiment-not-production	tests/benchmark/test_fixtures.py::test_head_content_wins_when_the_replacement_has_matching_metadata	The test does not distinguish experiment versus production paths.
no-way-of-failing-production/pair-judgement-logic-only-appears-in-experiment-not-production	tests/benchmark/test_scoring.py::test_empty_review_yields_an_all_miss_score	The test does not exercise production failure derivation.
no-way-of-failing-production/pair-judgement-logic-only-appears-in-experiment-not-production	tests/benchmark/test_scoring.py::test_metrics_are_none_when_their_ground_truth_is_empty	The test does not touch production versus experiment wiring.
no-way-of-failing-production/pair-judgement-logic-only-appears-in-experiment-not-production	tests/defects/test_enumeration.py::test_the_enumerated_sets_survive_a_round_trip_through_persisted_state	The test does not distinguish experiment from production paths.
no-way-of-failing-production/pair-judgement-logic-only-appears-in-experiment-not-production	tests/defects/test_enumeration.py::test_the_report_says_when_a_set_was_reused_rather_than_produced_again	The test does not distinguish experiment from production paths.
